"","muse.track","muse.artist","lyrics"
"1460","Hold Back The Day (live)","DevilDriver","Dig deep, dig in deeper You go where only fools fear to tread You'll find devices to kill your master Why not kill your maker instead? Leave it to the ones who own you Leave it to the ones who disown you Put your faith and trust in the dusk Do what you must do I'm getting edgy for those departed Left all alone, left still forgotten Miles to go and skies to fly Hold back the day Miles to go and skies to fly It's darkest before the dawn Miles to go and skies to fly Hold back the day Miles to go and skies to fly It's darkest before the dawn Claw hard from your casket Six feet and getting deeper Should the top soil feel heavy It must be getting weaker Towers people build up in life Become frail and fall to the ground Fuck them, their opinion Deceiving the honest man I'm getting edgy for those departed Left all alone, left still forgotten Miles to go and skies to fly Hold back the day Miles to go and skies to fly It's darkest before the dawn Miles to go and skies to fly Hold back the day Miles to go and skies to fly It's darkest before the dawn Always, always darkest before the dawn Always darkest before the dawn Always darkest before the dawn Always darkest before the... I'm getting edgy for those departed Left all alone, left still forgotten Miles to go and skies to fly Hold back the day Miles to go and skies to fly It's darkest before the dawn Miles to go and skies to fly Hold back the day Miles to go and skies to fly It's darkest before the dawn Darkest, Darkest Always, always darkest before the dawn Always darkest before the dawn Always darkest, darkest"
"1462","Suicide Trees","Otep","(1) I spent my whole life In love with despair Kept my lungs full With the breath of their Mute atmosphere ... i became what i hate And thus shall i remain To give birth to a mighty assassin Armed with a weapon of words To defy the lies To never compromise No Today, my name .... is pain (2) I stood Beyond the world Whispering secret syllables In the eyeless dark Dancing wildly Round and round on the rotting ground Surrounded by the dead dusts of Hell ... This is how i delete myself & this is how i corrupt everyone else Obey Obey Betray Betray You are not unique You do not need to think Take it, take it! I will I will ... i will You succumb, so nicely (like an insect staring back, like a dying dove) My love ..... (no) ..... my love (song) So here we are again The sheets are stained & bloodied The animals scratch at my skin Here we are again My face is scraped & bloodied I've nothing left to give - i wasn't there - i'm not involved - i'm innocent - it's not my fault - i wasn't there - i'm not involved - i'm innocent - it's not my fault .. here in the suicide trees .. here in the suicide trees No. bloody, bloody, bloody, MURDER! AMONG THE EXCREMENT OF MY SINS!! It's not happening, it can't be happening, it's not happening So here we are again In secret ceremonies Changing shape, amen Here we are again Pretending not to notice The illness sneaking in - i wasn't there - i'm not involved - i'm innocent - it's not my fault - i wasn't there - i'm not involved - i'm innocent - it's not my fault .. here in the suicide trees .. here in the suicide trees Toil & labor Hate your neighbor Faith in favor Obey! Toil & labor Hate your neighbor Faith in favor Obey! OBEY OBEY HERE, I DO AS I PLEASE! HERE IN THE SUICIDE TREES! HERE, I DO AS I PLEASE! HERE IN THE SUICIDE TREES!! OBEY!! HATE YOUR NEIGHBOURS! HATE YOUR NEIGHBOURS!! (the animals scratch at my skin) It's not happening, it's not happening"
"1463","Let's Go (Nothing for Me)","New Order","You know it never meant much to me There's something on your mind that I couldn't see It didn't hurt me too much to find You were seeing someone else for all of this time You know that I don't care And I'd like you to know that I don't care I don't need your sympathy Why don't you ever look at me You did nothing for me You did nothing I see You did nothing for me You did nothing There's no today and there's no tomorrow Where you find sadness I find sorrow Nobody knows but it always shows I think I'm losing my mind but that's the way that it goes And it's fine, all those lies I can see the truth lies in your eyes So I guess we are through You did to me what I did to you You did nothing for me You did nothing I see You did nothing for me You did nothing Na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na-na Na-na-na-na-na Na-na-na-na-na Na-na-na-na-na-na-na-na-na I don't need your sympathy Cause you don't mean that much to me You did nothing for me You did nothing I see You did nothing for me You did nothing I see You did nothing for me (Na-na-na-na-na-na-na-na-na) You did nothing I see (Na-na-na-na-na-na-na-na-na-na) You did nothing for me (Na-na-na-na-na-na-na-na-na) You did nothing (Na-na-na-na-na-na-na-na-na-na) Na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na Na-na-na-na-na-na-na-na-na-na You did nothing for me (Na-na-na-na-na-na-na-na-na) You did nothing I see (Na-na-na-na-na-na-na-na-na-na) You did nothing for me (Na-na-na-na-na-na-na-na-na) You did nothing"
"1464","Want","Natalie Imbruglia","A round of applause, you've got what you want Take a good look at what you give up Because I'm telling you a heart can't be unbroken Oh-oh-oh-oh, oh-oh-oh-oh And can you remember how I kiss you Recall the sweet taste in your mouth 'Cause baby, the memory is all you get now And I'm movin', movin', movin' on All that you want I hope you get all that you want I hope you get all that you want 'Cause I didn't I hope you get all that you want I hope you get all that you want I hope you get all that you want 'Cause I didn't Does every morning make you happy? And tell me, do you laugh yourself to sleep? I hope you find it easy to forget me Oh-oh-oh-oh, oh-oh-oh-oh I hope you don't feel anything when you see me I wonder if you're out there having fun I hope you get all that you really wanted 'Cause I'm movin', movin', movin' on Don't you see the light has changed And nothing looks the same? Just shadows on the ground And if you listen carefully you'll hear the sound All that you want I hope you get all that you want I hope you get all that you want 'Cause I didn't (All that you want) I hope you get all that you want I hope you get all that you want I hope you get all that you want 'Cause I didn't (All that you want) I hope you get all that you want I hope you get all that you want I hope you get all that you want 'Cause I didn't (All that you want) 'Cause I didn't La-la-la-la-la-la-la-la (All that you want) La-la-la-la-la-la-la-la (All that you want) La-la-la-la-la-la-la-la (All that you want) La-la-la-la-la-la-la-la (All that you want) (All that you want) (All that you want) (All that you want) ('Cause I) (All that you want) (All that you want) ('Cause I)"
"1465","The Last Polka","Ben Folds","Well, she crept back in the house at half past three Shook her head to see him snoring in his sleep ""If he really loved me,"" she said ""I wouldn't have to be so mean..."" He's a heap of junk that pours from his top drawer He sometimes likes to spread it out around the floor It's evidence of what he was like He likes to remember when... Sha la li, sha la li, la la li The end is growing near And we're treading water now And holding back our tears And the day is rising We're sinking Sha la, la la li In a minute it will all be coming down And they know it now but no one makes a sound It's such a shame to ruin this bright Lazy sunny day... Sha la li, sha la li, la la li The end is growing near And we're treading water now We're holding back our tears And the day is rising We're sinking Sha la, la la li My, my... the cruelest lies are often told without a word My, my... the kindest truths are often spoke but never heard She said, ""You've been pushing me like I was a sore tooth You can't respect me 'cause I've done so much for you."" He said, ""Well I hate that it's come to this But baby I was doing fine. How do you think That I survived the other 25 before you?"" Sha la li, sha la li, la la li The end is growing near And we're treading water now And holding back our tears And the day is rising We're sinking... Sha la, la la li"
"1466","A Knife for the Girls","The Long Blondes","You gave me a chance at the palais de danse to prove I'm worth your time... You gave me a chance to prove I'm more than just an also ran... A knife for the girls who want to come home for just one night A knife for the girls who never return your calls You gave me a chance at the palais de danse to prove I'm worth your time You gave me a chance to prove I'm more than just an also ran Something happened to change your mind Something happened I don't know why And now you reach for my hand and you cut me again You've got a knife for the girls and a knife for the men I don't mind seeing your face around, but we can never speak again (no no no) A knife for the men who've taken the heat off you this time A knife for the men who keep you awake at night This could be the last time you could say for sure You know I'm here if you need a girl... Something happened to change your mind Something happened I don't know why And now you reach for my hand and you cut me again You've got a knife for the girls and a knife for the men I don't mind seeing your face around, but we can never speak again (no no no) But in a back room in Harehills When you said I was a superstar What did you mean, what did you mean? Harehills Harehills Harehills Well in a back room in Harehills, what did you mean? And now you reach for my hand and you cut me again You've got a knife for the girls and a knife for the men I don't mind seeing your face around, but we can never speak again I got my souvenir I got my souvenir Well in a back room in Harehills, I got my souvenir My baby doll, don't go to London Don't go to London, no no no Don't go to London Don't go to London, no no no Don't go to London Don't go to London, no no no Don't go to London Don't go to London, no no no"
"1468","Never Do Anything","Barenaked Ladies","Wiped out down the stairs I'll bet you there's a song in there I'm not sure I'm prepared To write it down That guy should be me I'd look much better on TV Then the world would see That I can do anything I can be that, but soon you'll see that I will never do anything Let's play tic-tac-toe I'll play X, you can be the O Thoughts of turning pro Have crossed my mind I could make a mint Fill my pockets with more than lint I'll give you a hint It involves the internet I can be that, but soon you'll see that I will never do anything I can be that, but soon you'll see that I will never do anything Don't write me off as an also ran Just mark me down as an angry man Got a big chip, you want a fat lip? How 'bout a mouthful of Chiclets? Life passed me by, but it's not my fault I'll lick my wounds, could you pass the salt? I can be that, but soon you'll see that I will never do anything I can be that, but soon you'll see that I will never do anything If I were the king All my subjects, they would dance and sing They could kiss my ring And kiss my ass When I'm old and grey I'll look back on my life and say ""Give me one more day And still I'll never do anything"" I can be that, but soon you'll see that I will never do anything I can be that, but soon you'll see that I will never do anything I can be that, but soon you'll see that I will never do anything I can be that, but soon you'll see that I will never do anything!"
"1469","The Truth","Clawfinger","Speak the truth don't you dare lie to me I've seen it all before the way you disagree The way you always attack all the things that you say The way you turn your back and then you walk away Shut your mouth and open up your eyes You better take your time and try to realize That no-one's free from sin and when I look at you I scream within WHAT IS WRONG WITH YOU You raise yourself up to a higher degree And look down in disgust at our misery You're no better than your enemy But it's easy to hate what you just can't be Don't deny the fact that you're a mortal man You can't escape from death when it's close at hand Don't sit upon a pedestal and raise your voice If you're too deaf to listen to the people's choice Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker You play us out and take us all for fools But I never understood who even made the rules I'll make my stand against supremacy Cos hypocritical governments threaten me I know you ain't blind and I know you're aware But you ego's too big for you to even care The doors are wide open but your eyes are closed You're unable to look any further than your nose You open your mouth and all I hear is lies You keep spreading your message that I despise The game you're playing is so easy to see It's just another repeat of our history You talk about peace it's a very strong word It's always being said but it's never been heard Hi-tech weapons are here to reassure it But I've never seen a time when they've done shit for it Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker Kick it to me now cos I just can't figure Take a small mistake and make a small one bigger Equality's a word have you ever even heard it I guess not and you don't deserve it Turning your backs on the problems that surface I get a feeling that you're doing it on purpose Your mind is SLIME so please resign You can't control your own life don't try to rule mine Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker Truth, tell me the truth, the truth motherfucker Tell me the truth, tell me the truth, tell me the truth The truth you sucker"
"1470","Olde(y) Tyme(y)","Andrew Jackson Jihad","I've had a bad day I am ashamed And I'm afraid And I am drained of what was named Self respect If the bridge that I was driving over Collapsed while I was driving over it That may not be such a bad thing I would finally meet my maker I would meet the great creator And I would punch him for teaching me how to sing And my body would be at the bottom of a lake in West Virginia Instead of the bottom of this bottle I drink I don't have a drinking problem Don't have a drinking solution I don't think I ever learned to think And no one knows what it's like to be Anybody but themselves No one, no one, no one else"
"1473","Stoned","Puddle of Mudd","I gotta get this shit off my chest Another sucker behind a desk You try to tell me that you know best Snap your fingers, snap your neck Sunshine has always been an enemy (Sunshine an enemy) My life a chemical insanity (My life will kill me) Sundown is bringing out the freak in me, wired Getting higher Chorus: So check your attitude at the front door I'm really getting tired of taking All of your shit when I'm sober I'm thinking that I'd rather be stoned Yeah I gotta get this shit off my back I run in circles but I won't crack So fucking sick of your politics Snap your fingers, snap your neck Sunshine has always been an enemy (Sunshine an enemy) My life a chemical insanity (My life will kill me) Sundown is bringing out the freak in me, wired Getting higher So check your attitude at the front door I'm really getting tired of taking All of your shit when I'm sober I'm thinking that I'd rather be stoned Why you always waste my time, I don't know Man, I'm thinking that I'd rather be stoned I am my worst epitome, wired Fucking higher! So check your attitude at the front door I'm really getting tired of taking All of your shit when I'm sober I'm thinking that I'd rather be stoned So check your attitude at the front door I'm really getting tired of taking All of your shit when I'm sober I'm thinking that I'd rather be stoned (Snap your fingers, snap your neck) I'd rather be stoned (Snap your fingers, snap your neck) I'd rather be stoned... Oh... fuck! That's funky! Fuck!"
"1474","Sit Down. Stand Up. (Snakes & Ladders)","Radiohead","Sit down, stand up Sit down, stand up Walk into the jaws of hell (sit down) Walk into the jaws of hell (stand up) Anytime (sit down) Anytime (stand up) Sit down, stand up Sit down Hey, we can wipe you out anytime (stand up) We can wipe you out (sit down) Anytime Anytime Stand up Sit down The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops The raindrops, the raindrops"
"1476","Fuck U Betta","Neon Hitch","Etta etta etta etta etta etta ay Etta etta etta etta etta etta ay Etta etta etta etta etta etta ay Etta etta etta etta etta etta ay I, I feel like I'm losing my mind, mind She crept into your life, life And cut me up like a knife, knife, yeah Hey, hey, few things that I wanna say, ay Still got my dignity, dignity No one will love you like me, yeah She's prettier than I'll ever be Got yourself a beauty queen, yeah But there's one thing I gotta say She can fuck you good but I can fuck you Betta etta etta etta etta etta eh etta etta etta etta etta etta ay I can fuck you betta etta etta etta etta etta ay She can fuck you good, but I can fuck you betta My way, remember screaming my name, name 'Cause I can sex your brain, brain But she don't do it that way, ay, no 'Cause she's prettier than I'll ever be Got yourself a beauty queen, yeah But there's something I gotta say She can fuck you good but I can fuck you Betta etta etta etta etta etta eh etta etta etta etta etta etta ay I can fuck you betta etta etta etta etta etta ay She can fuck you good, but I can fuck you betta I know she's perfect and worth it, oh yeah she's beautiful (betta) But can she love you and touch you until you go ""Oh""? (betta) You keep on trying to hide it, but we both know, oh She can fuck you good, but I can fuck you betta Hahaha, yeah, hah, yeah, uhh, ohh She can fuck you good but I can fuck you Betta etta etta etta etta etta eh etta etta etta etta etta etta ay I can fuck you betta etta etta etta etta etta ay She can fuck you good, but I can fuck you betta I know she's perfect and worth it, oh yeah she's beautiful (betta) But can she love you and touch you until you go ""Oh""? (betta) You keep on trying to hide it, but we both know, oh She can fuck you good but I can fuck you Betta etta etta etta etta etta eh etta etta etta etta etta etta ay I can fuck you betta etta etta etta etta etta ay She can fuck you good, but I can fuck you I can fuck you betta, baby!"
"1478","Our Disintegration","It Dies Today","This sense of cynicism will eat me alive Long before the waking dead will ever get their chance For I'd sooner litter the earth with our corpses Then allow them to dine upon this flesh I must convey In this life nothing can last forever Will you fly with me tonight? I promise you towards the heavens And as we gaze down from this midnight's sky I'd laugh and say they almost seem to be so lucid I must convey In this life nothing can last forever An amaranth shall mark our tombs For this love's eternal I beg of you my only saving grace Please take my life tonight, let's disintegrate I must convey In this life nothing can last forever This love, it is eternal Even in death it will not fade"
"1479","Inveigh","The Bronx","When I'm wrong, I don't care! If I'm right I will be programmed and compared! If I crash If I fail I'll be waiting for you deep in hell! Well it's the loneliest place to go; The loneliest place to hide! Look at us now Up in the sky! We went and taught ourselves to fly! Parasites Sell advice! And the weak will never trust what they've become! They're most safely and perfectly them! Kissing 'cause they never fight! They fist and they fuck through the night! Look at them now Up in the sky! They went and taught themselves to die! We won't be paragraphed by silence We won't be hidden by the phone We may appear sidetracked by violence We may appear as barking dogs Nothing is wrong We are impossibly strong! Gather your strength Believe everything you say! Never break down Follow or blindly obey! Inveigh! Look at us now Up in the sky! We taught ourselves! We taught ourselves! We taught ourselves! We taught ourselves to fly!"
"1480","Non Objective Portrait of Karma","Circle Takes the Square","Ignorance is bliss, no wise woman's failed to mention And surely some koan suggests, ""Neglect leads to perfection"" But the more I turn my face from the crowd The more I feel my back's increasingly compelled For the sake of escape, to turn a knife on itself A knife of relief, from all the petty insight And finally I'll sleep And I'll sleep through the night Bored as fuck with this street corner-cover Study of a face in a figure Surveying this language as a game Surveillance of this language as the plague As the plague The dimension of persistence condemns As the plague, the plague The dimension of persistence condemns As the plague, the plague The dimension of persistence condemns This portrait of karma, crafted in accident Text book seduction, minus the text in the language of ghosts And so we ran Like the wolves were biting The inhibitions of their prey Kept them from screaming Scratch my back and I will stab you in yours So I chose to live this life alone Without the teeth marks, but I predict I'll have to sink my fangs in someone else's heart to heal my own Just a victim's split One part for the wolves, one part for you But I'll grow weary soon Weary of this fractal code Weary of this hallway lined with ghosts Just a scratch upon the skin A drop of blood to let them in Their words will cause the sweetest fracture From a stone's throw Just a scratch upon the skin A drop of blood to welcome them Parasitic, viral critics Or lovers Like spirits mingling in the mist that we crafted A starving jury Let them eat shit from our trembling hands The heat for heat's sake On this Barnard block of Congress Deductively speaking The polar of progress Well, maybe I put too much faith in the accident Entranced, we danced toward the ripest display of escape Let the starving ghosts feast From this flesh, from these bones Let them all feast In this chess game of language Forced to sit so I play all alone Watch the bathos drift forth like the petals From a wild crafted rose"
"1484","Landslide Baby","Beulah","And baby says I'm tearing her down Shoulder to shoulder, I hold her too lightly And baby says, ""Baby, your kiss don't do anything"" Oh, sweetness, all I need's a brand new heart It's old and it's cold and it's no longer golden And baby says, ""Baby, you're right, but that's no excuse"" And my baby says, ""It's a lie It's a cop-out, and I know you know I know why You won't try, 'cause you're scared and you're weak And you don't give a fuck about me And I do believe that you hate yourself And I knew you'd never stay forever Holding it together, making songs for me And alright, forever's on your side Oh, it's only time, it's longer than you think"" And baby says, ""This house was a home It's worn and it's torn and it holds only your ghost"" Baby says, ""Baby you're cursed, oh, why can't you see?"" Oh, sweetness, all I need's a brand new head Clear without fears and it knows only your name And baby says, ""Baby, you're right but you'll never win"" And my baby says, ""It's a lie It's a cop-out, and I know you know I know why You won't try, 'cause you're scared and you're weak And you don't give a fuck about me And I do believe that you hate yourself And I knew you'd never stay forever Holding it together, making songs for me And alright, forever's on your side Oh, it's only time, it's longer than you think"" ""And I knew you'd never stay forever Holding it together, making songs for me And alright, forever's on your side Oh, it's only time, it's longer than you think"" And she says, ""It's a cop-out and I know you know I know I know you know, I know you know..."""
"1485","Jabberjaw","Phantom Planet","Isn't there enough to talk about? I don't want what else is runnin' out your mouth Well, chewing my ears from my head Will not keep me interested I wanna put you on someone else I wanna leave you all by yourself If I look like I'm involved Oh, I ain't listenin' at all Oh, oh You never listen to a single thing I say How in the hell did I get into this mess, anyway? Oh yeah, I was Shot in the hall with a glance If looks could kill, they would've never had a chance You can bury me where I lie I'm so unhappy that I could die The people, they're not lookin' Anywhere in your direction Got this creeping party doubt There's no chance I'm ever getting out You're having fun at my expense And oh, yeah, you're breaking up But sometimes I think that you Wanna end up with no one to talk to! Other people, they're not looking Anywhere in your direction Got this creeping party doubt There's no way I'm ever getting out They're acting like somebody near Just passed away in here So, if I go— no, when I do You'll end up with no one to talk to! Ah! Ah! Ah!"
"1487","People You Know","Dance Gavin Dance","Part 1: People You Know Someone please! Please write a script that's made for me That appeals to people listening to this CD I got a wish, I got a wish That all of this was something special I need a drink, I need a pill No wait, I was over two years sober But this guy, he said that I was on drugs I should give some money to that bitch Or I could just get a real fucking job I am a prick, look at me go I can get lucky playing some shows, I'm a bitch I'ma go get some new expensive shit Oh man I hurt Emotions they suck But I'll just tell people, ""I don't give a fuck about that shit"" Ain't nobody fucking with me, man Ain't nobody fucking with me Rancid is the sound of my voice Croaking its drama across an orchestra of friendly faces Singing along with their dying concern Rancid is the sound of my voice Croaking its drama across an orchestra of friendly faces Singing along with their dying concern to my bullshit Where did our honor go? I think I know We've all been fucking each other in bathrooms at parties Where did my money go? I spent it on blow You know that I fucked all my homies' ho's Where did our morals go? I left them in Cabo My parents can pay for the abortion, you know Who has a plan? We hold out our hands in hope for a free ride to successful endeavors The weak are the liars, the strong think too much I am too cynical to say I don't give a fuck The weak are the liars, the strong think too much I am too cynical to say I don't give a fuck I need money I need clothes I need women I need blow Something is very fucking wrong Resting your head on your best friend's sister's shoulder Your mother's job is to fuck all your neighbors Bodies thrusting to the beat of our shame Where did our honor go? I think I know We've all been fucking each other in bathrooms at parties Where did my money go? I spent it on blow You know that I fucked all my homies' ho's Where did our morals go? I left them in Cabo My parents can pay for the abortion, you know Who has a plan? We hold out our hands in hope for a free ride to successful endeavors Give my regards to all you shady fucks Thorn in my fucking side Loyalty Honesty Trust Respect Humility Sincerity We are all so full of fucking shit We are all so full of fucking shit Part 2 Clever girl You've got me in your hands You write everything down No one turns you around Reckless love I see the willow tree It's weeping for you and me, for you and me Oh reckless love Uneasy hearts weigh the most Oh, uneasy hearts they weigh the most Uneasy hearts weigh the most Oh, uneasy hearts they weigh the most Maybe I could find a place for you With all the things you do I have no clue what to do Lately I have been hoping to Think of what to say What a day, going far away Uneasy hearts weigh the most (Uneasy hearts, they weigh the most) Oh, uneasy hearts weigh the most (Oh uneasy hearts, they weigh the most) Uneasy hearts weigh the most (Uneasy hearts) Oh, uneasy hearts weigh the most"
"1489","Ill Mind of Hopsin 7","Hopsin","It's us, find power Live life, mind power It's us, find power Live life, mind power Yo, fuck anybody I might alarm Life is a tour, I sit and ride along Takin' some notes and then I write the songs I’m starin' down the road my life has gone Is this where I belong? Is it wrong to not believe in right and wrong? My mental state is fuckin' me up, and I cried a pond While asking you for some answers, but we don’t have that type of bond That my desires gone with the way that I’ve been livin' lately If I died right now, you’d turn the fire on Sick of this bullshit, niggas call me a sell-out 'Cause I hopped to Christianity so strongly, then I fell out Now I’m avoidin' questions like a scared dog with his tail down Feelin' so damn humiliated, 'cause they lookin' at me like I’m hellbound What story should I tell now? I’ll just expose the truth I'm so close to the fuckin' edge, I should be close to you But who the fuck are you? You never showed the proof And I’m only fuckin' human, yo, what am I s'posed to do?! There’s way too many different religions with vivid descriptions Beggin' all fuckin' men and women to listen I can’t even beat my dick without gettin' convicted These ain’t wicked decisions, I got different intentions I've been itchin' to get it, I’ve been given assistance But the whole fuckin' system is twisted Now I’m dealin' with this backlash because Marcus isn't a Christian And I’ve been told that my sinful life is an addiction But I can’t buy it, it’s just too hard to stand beside it I need an answer, humans can’t provide it I look at the Earth and Sun and I can tell a genius man designed it It’s truly mind-blowin', I can’t deny it Is Heaven real? Is it fake? Is it really how I fantasize it? Where’s the Holy Ghost at? How long’s it take a man to find it? My mind’s a nonstop tape playin' and I can’t rewind it You gave me the Bible and expect me not to analyze it?! I’m frustrated and you provoked it I’m not readin' that motherfuckin' book, because a human wrote it I have a fuckin' brain, you should know it You gave it to me to think, to avoid every useless moment It was a mission that I had to abort 'Cause humans be lyin', we're such an inaccurate source It’s gon’ be hard to put me back on the course Next Jehovah’s Witness to come on my porch I swear I’m slammin’ the door A lot of folks believe it though, but I’m not surprised Humans are fuckin' dumb, still thinkin' that Pac’s alive I ain’t tryna take your legacy and torch it down I’m just sayin', I ain’t heard shit from the horse’s mouth Just sheep always tellin' stories of older guys Who were notarized by you when you finally vocalized Now I’m supposed to bow my head and close my eyes And somehow let the Holy Ghost arise? Sounds like a fuckin' Poltergeist! Show yourself, and then boom, it's done Every rumor’s gone, I no longer doubt this shit, you’re the One I’ll admit that my sinful ways was stupid fun And all my old habits can hop on top of a roof to plunge I’ll donate to a charity that could use the funds Fuck the club; instead of bitches, I’d hang with a group of nuns And everyone I ran into would know what I came to do I wouldn't take a step unless it was in the name of you I hate the fact that I have to believe You haven’t been chattin' with me like you did Adam and Eve And I ain’t seen no fuckin' talkin' snake unravel from trees With an apple to eat, that shit never happens to me I don’t know if you do or don’t exist, it's drivin' me crazy Send your condolences, this is me reachin' to you, so don’t forget If Hell is truly a pit of fire and I get thrown in it I’ma prolly regret the fact that I ever wrote this shit My gut feelin' says it’s all fake I hate to say it, but fuck it, shit, I done lost faith This isn’t a small phase, my perspective’s all changed My thoughts just keep pickin' shit apart all day And in my mind I make perfect sense If you aren’t real, then all my prayers aren’t worth a cent That would mean that I can just make up what my purpose is And I could sit in church and just say “fuck” in the services Man, what if Jesus was a facade? Then that would mean the government’s God I feel like they’ve been brainwashin' us with a lot So much that we don’t even notice that we’re stuck in a box Man, everything is “what if?” — why is it always “what if?” Planet Earth “what if?”, the Universe “what if?” My sacrifice “what if?!”, my afterlife “what if?!” Every fuckin' thing that deals with you is fuckin' suspect I’m fuckin' done! I’m fuckin' done! This is my fuckin' life And I’m livin' it, I’m havin' fun If you really care for me Prove that I need to live carefully! But I’ll be damned if I put my own pleasure aside For an afterlife that isn’t even guaranteed We are you, and you’re us Stop playin' games! My life’s all I got And Heaven is all in my brain And when I feel I'm in Hell My ideas are what get me through pain Do as you please, and I’ll just do me I’m a human, I’ll stay in my lane; Ill mind It's us, find power Live life, mind power It's us, find power Live life, mind power"
"1490","Author Unknown","Jack Off Jill","Check your diction, search your memories Create your history, still not true Write your novel, pick and shovel You will need them when I bury you No forgiveness! You're no martyr! Sell yourself! Make it true! Check your grammar, your bad nature Exaggerations, still not true Ask your question, listen closely Here's your answer, it's still ""fuck you!"" No forgiveness! You're no martyr! Sell yourself! Make it true! There's no price tag on my conscience! Here's your answer! It's still ""fuck you!"" I met a man who was gone in a day He grabbed my hands, memories flashed away I met a man who was once on my side He wrote a book and now everyone lies, no! No forgiveness! You're no martyr! Sell yourself! Make it true! There's no price tag on my conscience! Here's your answer! It's still ""fuck you!"""
"1491","Feel Good Time","Pink","(Do do do do do do) (Do do do do do do) We go where we like, we got over time We get paid to rattle our chains We go in the back, paint our money black Spend it on the enemy Sleeping in the church, riding in the dirt Put a banner over my grave Make a body work, make a beggar hurt Sell me something big and untamed (Untamed) Now our time, a real good time (Do do do do do do) (Do do do do do do) Now our time, a real good time (Do do do do do do) (Do do do do do do) Now our time (Said now our time) (Do do do do do do) A real good time (It's a really good time) (Do do do do do do) Baby, you're mine We know how to pray, party every day Make our desolation look plain Riding in a rut, 'til the powers cut We don't even have a good name Sleeping in the church, riding in the dirt Put a banner over my grave Make a body work, make a beggar hurt Sell me something big and untamed (Untamed) Now our time, a real good time, ooh (Do do do do do do) (Do do do do do do) Now our time, a real good time (Do do do do do do) (Do do do do do do) Now our time (Now our time), a real good time (Do do do do do do) (Do do do do do do) (Yeah, yeah, yeah) Baby, you're mine Do, do, do, do, do, baby Ah, ah, do, do, do, do, do Ah, ah, do Ah-ah-ah, yeah (Sell me something big and untamed, untamed) Now our time (Now our time), a real good time (Do do do do do do) (Do do do do do do) Now our time (I said now our time) (Do do do do do do) (Do do do do do do) A deal good time (It's a really good time) (Do do do do do do) Now our time (Do do do do do do) (Do do do do do do) Now our time, a real good time Feel good, real good, it's the same old saying Real good, feel good, don't got no more brains Feel good, real good, it's the same old saying, yeah, yeah Feel good, real good, I don't got no more brains Baby, you're mine"
"1492","As They Burn Alive","I Declare War","It's a lovely night for something to go wrong Can't you see those clouds? They are spelling disaster This will be your last night on earth Your mother sucks cocks in hell This night will not be forgotten Until everyone lies dead As the angels lay broken beneath the ashes As the angels lay broken beneath the ashes Massacre Watch the people As they burn alive For freedom Watch the people As they burn alive For fucking freedom"
"1493","Daddy","Jewel","My bones are tired, Daddy I don't get enough sleep I don't eat as good as I should, Daddy What's that say about me? You know, sometimes I sleep past noon, Daddy I drink lots of black coffee and I smoke like a chimney Yes, I left the refrigerator door half open, Daddy What's that say about me? You know, sometimes I wanna to rip out your throat, Daddy For all those things you said that were mean I'm gonna make you just as vulnerable as I was, Daddy What's that say about me? You know sometimes I want to bash in your teeth, Daddy I'm gonna use your tongue as a stamp I'm gonna rip your heart out the way that you did mine, Daddy Go ahead and psychoanalyze that 'Cause I'm your creation, I'm your love, Daddy Grown up to be and do all those sick things you said I'd do Well, last night I saw you sneak out your window with your white hood, Daddy What's that say about you? I'm sloppy, what's that say about you? I'm messy, what's that say about you? My bones are tired, Daddy"
